clean_org,Year,Organisation,Org_type,Local_type,PC.USD.m,TV.USD.m,Cash.USD,Vouchers.USD,Source.PC,Source.TV,Comment,Reasons.for.year-on-year.change,source,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.name,PC.USD.m_subgrant,PC.USD.m_undoubled
givedirectly,2024,GiveDirectly,NGO,,3.7669898,3.01359184,,,,,,,FTS,International NGOs,GiveDirectly,0,3.7669898
global aid hand,2020,Global Aid Hand,NGO,,0.02975816,0.0232254769262696,,,,,,,FTS,National NGOs/CSOs,Global Aid Hand,0,0.02975816
global aid hand,2021,Global Aid Hand,NGO,,0.35783125,0.282002442649532,,,,,,,FTS,National NGOs/CSOs,Global Aid Hand,0,0.35783125
global communities,2021,Global Communities,NGO,,0.224,0.176531667241179,,,,,,,FTS,International NGOs,Global Communities,0,0.224
global communities,2022,Global Communities,NGO,,2.041,1.61347860562549,,,,,,,FTS,International NGOs,Global Communities,0,2.041
global communities,2023,Global Communities,NGO,International,25.233210234,21.027675195,15.94568061,5.081994585,Estimate,Survey,,,Survey,,,0,25.233210234
global communities,2024,Global Communities,NGO,,3.933246,3.1465968,,,,,,,FTS,International NGOs,Global Communities,0,3.933246
global social action,2024,Global Social Action,NGO,,0.010916,0.0087328,,,,,,,FTS,International NGOs,Global Social Action,0,0.010916
goal,2016,GOAL,NGO,International,29.698127,21.6612828593664,,,Survey,Estimate,"Unknown whether value is PC or TV, so assumed it's PC to avoid overestimation.",,Survey,,,0,29.698127
goal,2017,GOAL,NGO,International,16.8533637798827,12.8518647199261,,,Survey,Estimate,,,Survey,,,0,16.8533637798827
goal,2018,GOAL,NGO,International,4.76140374226885,3.6309022680465,,,Survey,Estimate,,,Survey,,,0,4.76140374226885
goal,2019,GOAL,NGO,International,37.4363321491308,28.760727,6.663722,22.097005,Estimate,Survey,,,Survey,,,0.05343356,37.3828985891308
goal,2020,GOAL,NGO,International,31,24,14.5,9.5,Survey,Survey,Data based on actuals for Syria operations (around two-thirds of GOAL CVA operations) and estimates based on remaining global operations.,,Survey,,,0,31
goal,2021,GOAL,NGO,,0.0462,0.0364096563684932,,,,,,,FTS,International NGOs,GOAL,0,0.0462
goal,2022,GOAL,NGO,International,50.7308490509971,40.104429,31.511524,8.592905,Estimate,Survey,,,Survey,,,0,50.7308490509971
goal,2023,GOAL,NGO,,10.6424209,8.51393672,,,,,,,FTS,International NGOs,GOAL,0,10.6424209
goal,2024,GOAL,NGO,,6.22354625,4.978837,,,,,,,FTS,International NGOs,GOAL,0,6.22354625
good neighbors,2023,Good Neighbors,NGO,,1.399358,1.1194864,,,,,,,FTS,International NGOs,Good Neighbors,0,1.399358
good neighbors,2024,Good Neighbors,NGO,,0.494593,0.3956744,,,,,,,FTS,International NGOs,Good Neighbors,0,0.494593
gorta self help africa,2022,Gorta Self Help Africa,NGO,International,0.2,0.19,0.19,,Survey,Survey,,,Survey,,,0,0.2
grassroot initiative for strengthening community resilience,2024,Grassroot Initiative for Strengthening Community Resilience,NGO,,0.017,0.0136,,,,,,,FTS,Local NGOs/CSOs,Grassroot Initiative for Strengthening Community Resilience,0,0.017
great commission operation mercy,2019,Great Commission Operation Mercy,NGO,,0.285114,0.219040847410272,,,,,,,FTS,Local NGOs/CSOs,Great Commission Operation Mercy,0,0.285114
greek orthodox patriarchate of antioch and all of the east,2024,Greek Orthodox Patriarchate of Antioch and All of the East,NGO,,0.99361,0.794888,,,,,,,FTS,International NGOs,Greek Orthodox Patriarchate of Antioch and All of the East,0,0.99361
green belt initiative,2019,Green Belt Initiative,NGO,,0.04985288,0.0382998277216923,,,,,,,FTS,Local NGOs/CSOs,Green Belt Initiative,0,0.04985288
ground truth solutions,2019,Ground Truth Solutions,NGO,,0.108932,0.0836877795902542,,,,,,,FTS,International NGOs,Ground Truth Solutions,0,0.108932
ground truth solutions,2020,Ground Truth Solutions,NGO,,0.282881,0.220781329839616,,,,,,,FTS,International NGOs,Ground Truth Solutions,0,0.282881
ground truth solutions,2021,Ground Truth Solutions,NGO,,0.307348,0.242217209210901,,,,,,,FTS,International NGOs,Ground Truth Solutions,0,0.307348
ground truth solutions,2022,Ground Truth Solutions,NGO,,0.522954,0.413412587323015,,,,,,,FTS,International NGOs,Ground Truth Solutions,0,0.522954
ground truth solutions,2023,Ground Truth Solutions,NGO,,0.241689,0.1933512,,,,,,,FTS,International NGOs,Ground Truth Solutions,0,0.241689
grow strong foundation,2024,Grow Strong Foundation,NGO,,0.01845,0.01476,,,,,,,FTS,Local NGOs/CSOs,Grow Strong Foundation,0,0.01845
guatemala government of,2021,"Guatemala, Government of",Other,,0.846239,0.666910631939768,,,,,,,FTS,National Governments,"Guatemala, Government of",0,0.846239
halo trust,2020,HALO Trust,NGO,,0.01795735,0.0140152488622263,,,,,,,FTS,International NGOs,HALO Trust,0,0.01795735
hand in hand for aid and development uk,2020,Hand in Hand for Aid and Development - UK,NGO,,1.1538578,0.900556274651935,,,,,,,FTS,International NGOs,Hand in Hand for Aid and Development - UK,0,1.1538578
hand in hand for aid and development uk,2021,Hand in Hand for Aid and Development - UK,NGO,,0.2662464,0.209825539682865,,,,,,,FTS,International NGOs,Hand in Hand for Aid and Development - UK,0,0.2662464
hand in hand for aid and development uk,2024,Hand in Hand for Aid and Development - UK,NGO,,0.15542,0.124336,,,,,,,FTS,International NGOs,Hand in Hand for Aid and Development - UK,0,0.15542
health disability and development organization,2024,Health Disability and Development Organization,NGO,,0.09732,0.077856,,,,,,,FTS,Local NGOs/CSOs,Health Disability and Development Organization,0,0.09732
health poverty action,2019,Health Poverty Action,NGO,,0.902517,0.693365069699055,,,,,,,FTS,Local NGOs/CSOs,Health Poverty Action,0,0.902517
heartland alliance international,2023,Heartland Alliance International,NGO,,1.8,1.44,,,,,,,FTS,International NGOs,Heartland Alliance International,0,1.8
hebrew immigrant aid society,2020,Hebrew Immigrant Aid Society,NGO,,1.220158,0.952301872004293,,,,,,,FTS,International NGOs,Hebrew Immigrant Aid Society,0,1.220158
hebrew immigrant aid society,2023,Hebrew Immigrant Aid Society,NGO,,0.375491,0.3003928,,,,,,,FTS,International NGOs,Hebrew Immigrant Aid Society,0,0.375491
heks hilfswerk der evangelischen kirchen schweiz,2024,HEKS - Hilfswerk der Evangelischen Kirchen Schweiz,NGO,,4.724622,3.7796976,,,,,,,FTS,International NGOs,HEKS - Hilfswerk der Evangelischen Kirchen Schweiz,0,4.724622
helen keller international,2021,Helen Keller International,NGO,,0.25,0.197021950045959,,,,,,,FTS,International NGOs,Helen Keller International,0,0.25
help hilfe zur selbsthilfe e v,2021,Help - Hilfe zur Selbsthilfe e.V.,NGO,,0.49882328,0.393116541415685,,,,,,,FTS,International NGOs,Help - Hilfe zur Selbsthilfe e.V.,0,0.49882328
help hilfe zur selbsthilfe e v,2022,Help - Hilfe zur Selbsthilfe e.V.,NGO,,0.085631,0.0676941628997141,,,,,,,FTS,International NGOs,Help - Hilfe zur Selbsthilfe e.V.,0,0.085631
help hilfe zur selbsthilfe e v,2023,Help - Hilfe zur Selbsthilfe e.V.,NGO,,3.04972732,2.439781856,,,,,,,FTS,International NGOs,Help - Hilfe zur Selbsthilfe e.V.,0,3.04972732
help hilfe zur selbsthilfe e v,2024,Help - Hilfe zur Selbsthilfe e.V.,NGO,,2.007154,1.6057232,,,,,,,FTS,International NGOs,Help - Hilfe zur Selbsthilfe e.V.,0,2.007154
helpage international,2015,HelpAge International,NGO,International,2.75125548684986,2.00671656226127,,,Estimate,Survey,,,Survey,,,0,2.75125548684986
helpage international,2016,HelpAge International,NGO,International,3.29059414121756,2.40010053389183,,,CALP estimate for missing org. data,Estimate,,,Survey,,,0,3.29059414121756
helpage international,2019,HelpAge International,NGO,,0.08635094,0.0663397205057399,,,,,,,FTS,International NGOs,HelpAge International,0,0.08635094
helpage international,2020,HelpAge International,NGO,,1,0.780474227111811,,,,,,,FTS,International NGOs,HelpAge International,0,1
helpage international,2022,HelpAge International,NGO,,1.574803,1.24493432071281,,,,,,,FTS,International NGOs,HelpAge International,0,1.574803
helpcode,2021,Helpcode,NGO,,0.025901,0.0204122621125615,,,,,,,FTS,International NGOs,Helpcode,0,0.025901
helpcode,2022,Helpcode,NGO,,0.050567,0.0399749008577483,,,,,,,FTS,International NGOs,Helpcode,0,0.050567
helvetas swiss intercooperation,2019,Helvetas Swiss Intercooperation,NGO,,0.24024,0.184566079469418,,,,,,,FTS,International NGOs,Helvetas Swiss Intercooperation,0,0.24024
helvetas swiss intercooperation,2022,Helvetas Swiss Intercooperation,NGO,,0.3641865,0.287901580699475,,,,,,,FTS,International NGOs,Helvetas Swiss Intercooperation,0,0.3641865
helvetas swiss intercooperation,2023,Helvetas Swiss Intercooperation,NGO,,1.948663,1.5589304,,,,,,,FTS,International NGOs,Helvetas Swiss Intercooperation,0,1.948663
helvetas swiss intercooperation,2024,Helvetas Swiss Intercooperation,NGO,,3.960702,3.1685616,,,,,,,FTS,International NGOs,Helvetas Swiss Intercooperation,0,3.960702
himaya daee aataa association,2024,Himaya Daee Aataa Association,NGO,,0.3706,0.29648,,,,,,,FTS,National NGOs/CSOs,Himaya Daee Aataa Association,0,0.3706
himilo organization for development,2021,Himilo Organization for Development,NGO,,0.5,0.394043900091917,,,,,,,FTS,National NGOs/CSOs,Himilo Organization for Development,0,0.5
himilo organization for development,2023,Himilo Organization for Development,NGO,,0.4,0.32,,,,,,,FTS,National NGOs/CSOs,Himilo Organization for Development,0,0.4
himilo relief and development association,2023,Himilo Relief and Development Association,NGO,,0.299759,0.2398072,,,,,,,FTS,National NGOs/CSOs,Himilo Relief and Development Association,0,0.299759
hold the child organisation,2019,Hold the Child Organisation,NGO,,0.0149375,0.0114758400435999,,,,,,,FTS,National NGOs/CSOs,Hold the Child Organisation,0,0.0149375
hope and friendship for development organization,2023,Hope and Friendship for Development Organization,NGO,,0.65,0.52,,,,,,,FTS,Local NGOs/CSOs,Hope and Friendship for Development Organization,0,0.65
hope for a better future,2021,Hope for a better Future,NGO,,0.150159,0.118338475987804,,,,,,,FTS,Local NGOs/CSOs,Hope for a better Future,0,0.150159
hope restoration south sudan,2019,Hope Restoration South Sudan,NGO,,0.1,0.0768257074048527,,,,,,,FTS,Local NGOs/CSOs,Hope Restoration South Sudan,0,0.1
hope restoration south sudan,2020,Hope Restoration South Sudan,NGO,,0.0562822,0.0439268065451524,,,,,,,FTS,Local NGOs/CSOs,Hope Restoration South Sudan,0,0.0562822
hope revival organisation,2024,Hope Revival Organisation,NGO,,0.05,0.04,,,,,,,FTS,National NGOs/CSOs,Hope Revival Organisation,0,0.05
horn of africa peace network,2020,Horn of Africa Peace Network,NGO,,0.9098194,0.710090593026332,,,,,,,FTS,National NGOs/CSOs,Horn of Africa Peace Network,0,0.9098194
human aid and development,2024,Human Aid and Development,NGO,,0.0975,0.078,,,,,,,FTS,National NGOs/CSOs,Human Aid and Development,0,0.0975
humane aid for community organization,2018,Humane Aid for Community Organization,NGO,,0.036208,0.0276111240377155,,,,,,,FTS,National NGOs/CSOs,Humane Aid for Community Organization,0,0.036208
humanitarian access for partnership and development,2024,Humanitarian Access for Partnership and Development,NGO,,0.065,0.052,,,,,,,FTS,National NGOs/CSOs,Humanitarian Access for Partnership and Development,0,0.065
humanitarian and development consortium,2019,Humanitarian and Development Consortium,NGO,,0.03336,0.0256290559902589,,,,,,,FTS,National NGOs/CSOs,Humanitarian and Development Consortium,0,0.03336
humanitarian and development consortium,2023,Humanitarian and Development Consortium,NGO,,0.65,0.52,,,,,,,FTS,National NGOs/CSOs,Humanitarian and Development Consortium,0,0.65
humanitarian coalition,2023,Humanitarian Coalition,Other,,9.01197633333333,7.20958106666667,,,,,,,FTS,International Private Organizations,Humanitarian Coalition,0,9.01197633333333
humanitarian coalition,2024,Humanitarian Coalition,Other,,0.598120333333333,0.478496266666667,,,,,,,FTS,International Private Organizations,Humanitarian Coalition,0,0.598120333333333
humanity and inclusion hi,2019,Humanity and Inclusion (HI),NGO,International,2.3832868362406,1.83097697142857,,,Estimate,Survey,,,Survey,,,0,2.3832868362406
humanity and inclusion hi,2020,Humanity and Inclusion (HI),NGO,International,9.22516048562425,7.2,,,Estimate,Survey,,,Survey,,,0,9.22516048562425
humanity and inclusion hi,2021,Humanity and Inclusion (HI),NGO,International,11.2731424061223,8.884226,,,Estimate,Survey,"Data on transfer values collected annually in KPI template from all country operations (self-report), so not 100% confident in accuracy.",,Survey,,,0,11.2731424061223
humanity and inclusion hi,2022,Humanity and Inclusion (HI),NGO,,2.288948,1.80948977334114,,,,,,,FTS,International NGOs,Handicap International - Humanity & Inclusion,0,2.288948
humanity and inclusion hi,2023,Humanity and Inclusion (HI),NGO,,0.5398849,0.43190792,,,,,,,FTS,International NGOs,Handicap International - Humanity & Inclusion,0,0.5398849
humanity and inclusion hi,2024,Humanity and Inclusion (HI),NGO,,7.211568,5.7692544,,,,,,,FTS,International NGOs,Handicap International - Humanity & Inclusion,0,7.211568
humanity empowerment and leadership promotion organization,2019,Humanity Empowerment and Leadership Promotion Organization,NGO,,0.0176919,0.0135919273283591,,,,,,,FTS,National NGOs/CSOs,Humanity Empowerment and Leadership Promotion Organization,0,0.0176919
icrc,2015,ICRC,RCRC,International,58.3678952336195,42.5724992206173,,,Estimate,Survey,,,Survey,,,0,58.3678952336195
icrc,2016,ICRC,RCRC,International,69.8099667620689,50.9181416200469,,,CALP estimate for missing org. data,Estimate,,,Survey,,,0,69.8099667620689
ifrc,2015,IFRC,RCRC,International,28.3789489760984,20.6990979943884,,,Estimate,Survey,,,Survey,,,0,28.3789489760984
ifrc,2016,IFRC,RCRC,International,10.1502233049127,7.40339140220683,,,Survey,Estimate,"Unknown whether value is PC or TV, so assumed it's PC to avoid overestimation.",,Survey,,,0,10.1502233049127
ihsan for relief and development,2018,Ihsan for Relief and Development,NGO,,0.032538,0.0248124932042418,,,,,,,FTS,National NGOs/CSOs,Ihsan for Relief and Development,0,0.032538
ihsan for relief and development,2023,Ihsan for Relief and Development,NGO,,2.606673,2.0853384,,,,,,,FTS,National NGOs/CSOs,Ihsan for Relief and Development,0,2.606673
imagine 1 day international organization,2024,Imagine 1 Day International Organization,NGO,,0.085096,0.0680768,,,,,,,FTS,International NGOs,Imagine 1 Day International Organization,0,0.085096
imam sadr foundation,2024,Imam Sadr Foundation,NGO,,0.002,0.0016,,,,,,,FTS,National NGOs/CSOs,Imam Sadr Foundation,0,0.002
imc worldwide,2023,iMC Worldwide,NGO,,0.42508,0.340064,,,,,,,FTS,International NGOs,iMC Worldwide,0,0.42508
imc worldwide,2024,iMC Worldwide,NGO,,0.629534,0.5036272,,,,,,,FTS,International NGOs,iMC Worldwide,0,0.629534
initiatives de coopération et d appui aux actions humanitaires et de développement,2023,Initiatives de Coopération et d'Appui aux Actions Humanitaires et de Développement,NGO,,0.148281,0.1186248,,,,,,,FTS,International NGOs,Initiatives de Coopération et d'Appui aux Actions Humanitaires et de Développement,0,0.148281
insan charity for relief and development,2024,Insan Charity for Relief and Development,NGO,,0.05,0.04,,,,,,,FTS,Local NGOs/CSOs,Insan Charity for Relief and Development,0,0.05
international aid services,2019,International Aid Services,NGO,,0.02689555,0.0206626965479259,,,,,,,FTS,International NGOs,International Aid Services,0,0.02689555
international aid services,2023,International Aid Services,NGO,,0.1623391,0.12987128,,,,,,,FTS,International NGOs,International Aid Services,0,0.1623391
international aid services,2024,International Aid Services,NGO,,1.55079025,1.2406322,,,,,,,FTS,International NGOs,International Aid Services,0,1.55079025
international association for relief and development,2024,International Association for Relief and Development,NGO,,0.383419,0.3067352,,,,,,,FTS,National NGOs/CSOs,International Association for Relief and Development,0,0.383419
international catholic migration commission,2020,International Catholic Migration Commission,NGO,,0.330674,0.258082534575971,,,,,,,FTS,International NGOs,International Catholic Migration Commission,0,0.330674
international humanitarian relief,2021,International Humanitarian Relief,NGO,,0.0119,0.00937824482218764,,,,,,,FTS,International NGOs,International Humanitarian Relief,0,0.0119
international humanitarian relief,2023,International Humanitarian Relief,NGO,,0.15335472,0.122683776,,,,,,,FTS,International NGOs,International Humanitarian Relief,0,0.15335472
international labour organization,2018,International Labour Organization,UN,,0.074205,0.0565864852855357,,,,,,,FTS,UN Agencies,International Labour Organization,0,0.074205
international labour organization,2019,International Labour Organization,UN,,0.180645,0.138781799141496,,,,,,,FTS,UN Agencies,International Labour Organization,0,0.180645
